"","age","sex","age_group","level_education","ethnicity","religion","health_risk_associated_with_drinking_untreated_water","main_source_of_drinking_water_dry_season","main_source_of_drinking_water_wet_season","treat_drinking_water","chlorination_process_done_correctly","knowledge_on_cholera_season","often_treat_water","difficulties_accessing_water_treatment_products","drinking_water_treated","method_boiling_binary","method_chlorine_binary","potential_causes_binary","cholera_prevention_binary","frequency_treatment_binary","access_products_binary","community_practice_binary","traditional_beliefs_binary","source_drinking_binary","water_treatment_practice_score","water_treatment_category"
"283",19,"female","18-30","primary","yao","muslim","yes","community_standpipe","community_standpipe","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"284",25,"male","18-30","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"285",35,"female","31-50","primary","yao","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","donot_know","no",1,0,1,1,1,0,1,0,NA,1,0.666666666666667,"Practices"
"286",24,"female","18-30","secondary","yao","muslim","yes","borehole_1","borehole_1","yes",NA,"in_summer in_rainy_season in_winter","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"287",33,"female","31-50","tertiary","chewa","Christianity","yes","borehole_1","spring_1","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"288",50,"male","31-50","tertiary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"289",61,"female",">50","primary","nyanja","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"290",48,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"291",43,"male","31-50","secondary","nyanja","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"292",26,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"293",36,"female","31-50","secondary","yao","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"294",27,"female","18-30","none","chewa","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,0,1,0.75,"Practices"
"295",84,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season in_summer in_winter","Sometimes","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"296",40,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"297",20,"male","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"298",56,"female",">50","none","chewa","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"299",69,"female",">50","none","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"300",63,"female",">50","primary","yao","muslim","yes","tanker_truck_bower","tanker_truck_bower","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"301",62,"female",">50","none","yao","muslim","yes","tanker_truck_bower","tanker_truck_bower","yes","no","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,0,0,0.583333333333333,"Practices"
"302",74,"female",">50","none","yao","muslim","yes","tanker_truck_bower","tanker_truck_bower","yes","no","do_not_know","Always","no",1,0,1,1,1,1,1,0,NA,0,0.583333333333333,"Practices"
"303",42,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,0,1,0.75,"Practices"
"304",21,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,1,1,0.833333333333333,"Practices"
"305",40,"female","31-50","secondary","yao","muslim","yes","piped_into_yard_plot","piped_into_yard_plot","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,0,0,0.666666666666667,"Practices"
"306",35,"female","31-50","secondary","yao","muslim","yes","piped_into_yard_plot","community_standpipe","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,0,0.583333333333333,"Practices"
"307",53,"male",">50","secondary","lomwe","Christianity","yes","community_standpipe","community_standpipe","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"308",20,"male","18-30","secondary","yao","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.333333333333333,"Does Not Practice"
"309",58,"female",">50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"310",33,"female","31-50","none","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"311",19,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"312",26,"female","18-30","primary","chewa","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"313",26,"female","18-30","none","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"314",40,"female","31-50","primary","yao","muslim","yes","piped_into_dwelling","piped_into_dwelling","no",NA,"in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"315",64,"female",">50","none","yao","muslim","yes","piped_into_yard_plot","piped_into_yard_plot","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"316",35,"female","31-50","primary","yao","muslim","no","borehole_1","river_stream","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"317",42,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"318",34,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"319",28,"female","18-30","primary","yao","muslim","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,1,1,0.75,"Practices"
"320",32,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"321",29,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,0,0,1,1,1,0,0,1,1,0.666666666666667,"Practices"
"322",46,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"323",25,"male","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"324",20,"female","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"325",43,"female","31-50","secondary","nyanja","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"326",28,"female","18-30","secondary","yao","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,0,1,0.75,"Practices"
"327",43,"female","31-50","secondary","yao","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season in_winter","Always","yes",1,0,1,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"328",31,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"329",75,"female",">50","none","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"330",64,"female",">50","none","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"331",62,"female",">50","none","lomwe","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"332",48,"female","31-50","none","yao","muslim","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,0,0,1,1,1,1,1,1,1,0.833333333333333,"Practices"
"333",27,"female","18-30","primary","yao","muslim","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.416666666666667,"Does Not Practice"
"334",42,"female","31-50","primary","yao","muslim","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"335",66,"female",">50","none","yao","muslim","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,1,0,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"336",53,"female",">50","none","yao","muslim","no","borehole_1","borehole_1","yes","yes","do_not_know","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.5,"Does Not Practice"
"337",73,"female",">50","none","yao","muslim","yes","bottled_water","bottled_water","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"338",44,"female","31-50","secondary","yao","muslim","yes","bottled_water","bottled_water","yes",NA,"in_rainy_season","Sometimes","yes",1,0,0,1,1,1,0,1,NA,0,0.583333333333333,"Practices"
"339",51,"female",">50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"340",30,"male","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"341",34,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"342",32,"female","31-50","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"343",23,"female","18-30","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"344",30,"male","18-30","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"345",29,"female","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"346",28,"male","18-30","tertiary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,0,1,0.75,"Practices"
"347",48,"female","31-50","primary","yao","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"348",40,"female","31-50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"349",37,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,0,0,1,1,1,0,1,NA,1,0.666666666666667,"Practices"
"350",29,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"351",46,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"352",30,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"353",41,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"354",37,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"355",26,"male","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"356",31,"male","31-50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"357",26,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"358",25,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"359",38,"male","31-50","secondary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,1,1,0.833333333333333,"Practices"
"360",32,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season in_winter","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"361",264,"female",">50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,0,0,1,1,1,0,0,1,1,0.666666666666667,"Practices"
"362",24,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"363",40,"male","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"364",56,"male",">50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"365",49,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"366",26,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"367",45,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"368",34,"female","31-50","secondary","ngoni","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"369",23,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"370",35,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"371",24,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"372",24,"female","18-30","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,1,1,0.833333333333333,"Practices"
"373",59,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"374",53,"female",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"375",25,"female","18-30","none","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"376",38,"female","31-50","none","ngoni","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"377",34,"female","31-50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"378",23,"male","18-30","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"379",33,"male","31-50","none","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"380",45,"male","31-50","none","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"381",23,"female","18-30","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"382",70,"male",">50","primary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"383",69,"female",">50","none","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"384",54,"female",">50","none","lomwe","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"385",78,"female",">50","none","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"386",22,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,1,1,1,1,1,1,0,0,1,0.833333333333333,"Practices"
"387",27,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"388",38,"female","31-50","primary","lomwe","others_regligion","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"389",20,"female","18-30","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"390",20,"female","18-30","primary","lomwe","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"391",40,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"392",21,"female","18-30","secondary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"393",40,"male","31-50","primary","yao","muslim","no","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,0,0,1,1,1,0,0,NA,1,0.5,"Does Not Practice"
"394",23,"male","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,0,1,1,0.833333333333333,"Practices"
"395",24,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"396",35,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,1,0,1,1,1,1,0,0,1,0.75,"Practices"
"397",22,"male","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","do_not_know","Always","no",1,0,1,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"398",40,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"399",30,"female","18-30","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"400",25,"female","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"401",44,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"402",36,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,0,1,0.75,"Practices"
"403",24,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"404",50,"female","31-50","primary","sena","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,1,1,0.833333333333333,"Practices"
"405",35,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"406",29,"female","18-30","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"407",40,"female","31-50","none","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,0,0.583333333333333,"Practices"
"408",21,"female","18-30","secondary","lomwe","Christianity","yes","piped_into_yard_plot","piped_into_yard_plot","no",NA,"in_summer in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"409",42,"male","31-50","secondary","chewa","Christianity","yes","community_standpipe","community_standpipe","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,0,0.666666666666667,"Practices"
"410",40,"female","31-50","none","lomwe","Christianity","no","unprotected_well_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.25,"Does Not Practice"
"411",38,"female","31-50","secondary","ngoni","Christianity","yes","piped_into_dwelling","piped_into_dwelling","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"412",55,"female",">50","primary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"413",39,"female","31-50","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"414",58,"female",">50","none","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,1,1,0.833333333333333,"Practices"
"415",38,"female","31-50","none","yao","muslim","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"416",58,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"417",32,"male","31-50","secondary","chewa","Christianity","yes","borehole_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"418",39,"male","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"419",28,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season in_summer","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"420",42,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"421",37,"female","31-50","primary","ngoni","muslim","yes","protected_well_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"422",27,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"423",51,"male",">50","tertiary","chewa","Christianity","yes","other_drinking_source","other_drinking_source","yes","yes","in_summer in_rainy_season in_winter","Always","no",1,1,1,1,1,1,1,0,NA,0,0.75,"Practices"
"424",56,"male",">50","secondary","chewa","Christianity","yes","unprotected_well_1","rainwater","yes","yes","in_summer in_rainy_season in_winter","Always","yes",1,1,1,1,1,1,0,0,NA,0,0.666666666666667,"Practices"
